"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MNX1",0.0100557346749576,-2.89133176665132,0.002,0.02,1
"SLC35E3",0.0100595370798405,0.340641787099558,0.176,0.131,1
"Z93930.2",0.0100758742646284,-1.06174699080409,0.033,0.064,1
"BUB3",0.0100776694638914,-0.728657216742569,0.498,0.482,1
"EXOC5",0.0100837252345228,0.141152145869378,0.157,0.114,1
"AC022784.1",0.0100840010553049,-1.71597787889008,0.014,0.038,1
"BFSP1",0.0100988582820361,-1.01204110914935,0.007,0.028,1
"RNF187",0.0101414638128303,-0.207954492033463,0.343,0.26,1
"PCYT2",0.0101577489444211,-0.982125887323249,0.14,0.18,1
"ETV4",0.0101613172640786,-1.6359353917693,0.026,0.054,1
"AC027097.1",0.0101857521076943,-2.68913505709197,0.005,0.024,1
"LGALS12",0.0102204146681481,-1.42282027669956,0.024,0.051,1
"AP000766.1",0.0102435228983168,-2.17636522710264,0.002,0.02,1
"COL4A2",0.0102966879867692,-2.03732904603404,0.017,0.042,1
"NUPR2",0.0103270377401606,0.106423520603686,0.267,0.206,1
"TGFBR2",0.010328650377024,0.386649453641923,0.052,0.031,1
"RFWD3",0.0103394770101203,-1.42768914699262,0.062,0.097,1
"MTREX",0.010350676079971,-0.652839888895026,0.024,0.052,1
"PDE4B",0.0103527321991297,-0.389809989406521,0.174,0.22,1
"RBBP9",0.0103544336591697,0.259485617732236,0.069,0.043,1
"CD3D",0.0103750145720869,-1.13692198427878,0.038,0.02,1
"RTKN",0.0104199104382158,0.170024310611418,0.231,0.177,1
"SLURP1",0.0104240925111296,-2.17598691089971,0.01,0.031,1
"TOPBP1",0.0104263481197493,-1.01113571311781,0.129,0.169,1
"NUP210",0.0104428916376774,-0.894700959870763,0.09,0.13,1
"AL118508.1",0.010453304753025,-3.92862820583956,0,0.015,1
"C11orf95",0.0104721617078194,0.780579530170169,0.026,0.012,1
"CTD-2574D22.7",0.0104962854787574,2.24868345185969,0.01,0.003,1
"PKN3",0.0105068026412417,0.387357518899299,0.04,0.022,1
"ANO1",0.0105210881778115,-0.811494543498088,0.09,0.131,1
"LRRC14",0.0105415498085102,0.134140677899055,0.086,0.056,1
"ART3",0.0105433781297263,-3.24007099948621,0,0.015,1
"ZNF649",0.0105586477524559,0.420856720379926,0.069,0.043,1
"YJEFN3",0.0105707449772992,-1.18918064123691,0.019,0.045,1
"ZSCAN22",0.0106772790216907,0.999347344435491,0.019,0.008,1
"CHODL",0.0106851254332274,-1.52067114905787,0.012,0.035,1
"ANKRD40",0.0107732461271093,0.388123292008736,0.117,0.08,1
"ZNF778",0.0107752540859377,0.495435210433095,0.057,0.034,1
"CFAP54",0.0107962289113295,0.980075058332956,0.01,0.003,1
"RWDD2B",0.0108010987985023,0.13560855377114,0.117,0.081,1
"UBXN8",0.0108045023257563,0.597075050127081,0.102,0.069,1
"PROCR",0.0108489878235734,-1.25041290819526,0.024,0.051,1
"SYNPO2",0.0108557746564842,1.39281519743459,0.014,0.005,1
"SLC27A3",0.0108630920280658,0.125386901585328,0.098,0.065,1
"AP006623.1",0.0108992012611527,-1.03957318728141,0.005,0.024,1
"LYPD5",0.0109036706610897,-1.65350851818544,0.019,0.045,1
"CAPNS1",0.0109072863269172,0.13073763547221,0.45,0.364,1
"AL022238.2",0.0109116407580343,-3.24637448432745,0,0.015,1
"SLC3A2",0.0109489137835188,0.105846488513201,0.621,0.511,1
"C1orf106",0.0109638235266659,0.376821187822415,0.038,0.02,1
"XYLT2",0.0109736860500167,0.229819919985757,0.036,0.019,1
"RWDD3",0.0109918434827575,0.33730180766978,0.048,0.027,1
"LOXL1",0.0109932527680473,-1.19743056697933,0.048,0.081,1
"COL2A1",0.0109966284809354,-2.43538351708685,0.002,0.02,1
"AC007364.1",0.0110057347932118,-3.9666794143942,0,0.015,1
"SYN1",0.0110057347934401,-3.38719136518788,0,0.015,1
"CACNA1D",0.0110346262235204,1.11144454417063,0.045,0.026,1
"SIRT7",0.0110717753490583,-0.611246237342978,0.248,0.287,1
"TRIM39",0.0111246645595386,0.405441882795447,0.064,0.039,1
"SHLD3",0.011196408417266,-3.13267278845726,0,0.015,1
"AP001347.1",0.011196408417266,-3.30422831826716,0,0.015,1
"B4GALT6",0.0111964084177306,-3.24101227829771,0,0.015,1
"KCNAB1",0.0111964084179628,-2.97988249594433,0,0.015,1
"AC004816.1",0.0111966274645724,-1.91846922009978,0.007,0.027,1
"CECR7",0.0112099682455109,1.23192671178695,0.026,0.012,1
"PLD6",0.0112190193189019,1.37740669204679,0.029,0.014,1
"ZNF384",0.0112268500477735,0.715201193003109,0.052,0.031,1
"PDCD1",0.0112269267479833,0.225545828121718,0.012,0.004,1
"TTC13",0.0112286322978945,-1.60231950653579,0.033,0.063,1
"ZNF408",0.0112307389077876,0.161577786376832,0.074,0.047,1
"AGAP4",0.0112365343558885,0.401380162864399,0.031,0.015,1
"USP45",0.0112434537588308,0.689443667039959,0.074,0.047,1
"ALX4",0.0112930029948112,-2.59513506446925,0,0.015,1
"CSF2RA",0.0113016201893953,-2.144575151526,0.012,0.034,1
"AC019069.1",0.0113252535912474,-2.2759997058805,0.002,0.02,1
"GABBR1",0.0113360937639626,0.38022109818484,0.064,0.039,1
"P3H3",0.0113434563444036,0.77251760686512,0.031,0.015,1
"ANAPC4",0.0113532286799343,0.629170409400949,0.083,0.054,1
"CYP46A1",0.0113655634516789,0.697749587741155,0.021,0.009,1
"LACC1",0.0113828756789499,0.684312531254919,0.038,0.02,1
"GVQW3",0.0113904461947526,-3.27565206476908,0,0.015,1
"TUBG1",0.011424251882484,-0.815543090482928,0.212,0.251,1
"SYNCRIP",0.0114449167546296,-0.416393158419179,0.56,0.531,1
"NCAPD2",0.0114882375142711,-1.30796929859345,0.06,0.094,1
"MFI2",0.0115080573339911,0.503416047239521,0.043,0.024,1
"TRMT1L",0.0115096202506149,0.466379606805616,0.074,0.047,1
"ZNF681",0.0115227388253529,0.952574719260079,0.043,0.024,1
"LINC00685",0.0115303967808575,-1.58296464821424,0.04,0.071,1
"RDX",0.0115501198265036,-0.683374911770901,0.324,0.352,1
"PLA2G7",0.0116008371338434,-1.80269521449344,0.007,0.027,1
"DHRS11",0.0116028323460235,-0.887298883469966,0.043,0.075,1
"PRAG1",0.0116748953762335,-1.45423547224577,0.014,0.038,1
"MYORG",0.0116763438216942,-1.76451429599299,0.005,0.023,1
"LINC02560",0.0116879446299552,-2.77575693046772,0,0.015,1
"HIST1H3C",0.0116879446314111,-3.66215005871294,0,0.015,1
"HPS1",0.0116949790152808,-0.150845180561582,0.305,0.233,1
"IGFBP6",0.0117032535088876,-2.00795165933235,0.002,0.019,1
"RFXANK",0.011707083889668,-0.665309662285673,0.362,0.379,1
"PLCG2",0.011707915068544,-1.06843444607815,0.048,0.081,1
"EIF6",0.0117151731102398,-0.449876734391866,0.626,0.586,1
"RP11-35G9.3",0.0117249922952688,1.35560738913299,0.017,0.007,1
"PRELID3B",0.0117255564211796,-0.520319268953706,0.479,0.475,1
"FLYWCH1",0.0117680857036814,0.428583659265007,0.06,0.036,1
"FGF18",0.0117757808357598,0.743484139476755,0.014,0.005,1
"INTS6L",0.01178885978515,-3.15814564400829,0,0.015,1
"KLHDC8A",0.0117888597853949,-3.04206073837998,0,0.015,1
"C12orf60",0.0118291116810923,0.59256219721548,0.024,0.011,1
"ZNF441",0.0118420124012173,1.77479797493423,0.019,0.008,1
"MAN1B1-DT",0.01186222928888,-1.29951366297458,0.002,0.019,1
"TVP23A",0.0118732194877947,0.501139158791529,0.014,0.005,1
"IK",0.0119178461256331,-0.586275705490039,0.383,0.404,1
"C6orf15",0.0119482692558278,-4.03550727478312,0.024,0.05,1
"SMARCD2",0.0119514840841104,-0.738207886808261,0.214,0.253,1
"ADAM17",0.0120088062078465,-0.952351133380156,0.2,0.238,1
"SLC37A3",0.0120134896526106,-0.167776331176379,0.138,0.097,1
"LHFP",0.0120260807563255,0.788985776409159,0.019,0.008,1
"AC093323.1",0.0120351997902391,-1.83254947207585,0.017,0.041,1
"AC073332.1",0.012049344492172,-0.679057991742226,0.012,0.034,1
"SVIL",0.0120828869945877,-0.693856781329016,0.169,0.216,1
"SHISA8",0.0120969638423359,-3.36611807161542,0,0.015,1
"KCNQ4",0.0120969638430898,-2.98995032945874,0,0.015,1
"ARHGAP8",0.0121192345040458,0.130207040505868,0.133,0.094,1
"RP11-98D18.9",0.0121368501965436,0.480471376300897,0.043,0.024,1
"PQLC2L",0.0121380543721446,-1.19111002917466,0.021,0.048,1
"SVOPL",0.0121586065806728,-2.16350855177962,0.005,0.023,1
"NDC1",0.0121659018217043,-1.19536829468681,0.076,0.112,1
"GJC1",0.01219768530646,-2.32516774734693,0.002,0.019,1
"SMARCB1",0.0122814039850675,-0.452628493437831,0.479,0.491,1
"MTR",0.0122838332401081,0.235111404389674,0.129,0.091,1
"AC007040.2",0.0123069134325547,-3.40017044877551,0,0.015,1
"IGF2BP3",0.0123069134333219,-3.43347409511183,0,0.015,1
"STK17A",0.0123135542442997,-0.229920572530041,0.202,0.15,1
"TSR1",0.0123140092630701,0.129948861633843,0.171,0.127,1
"MMP14",0.0123203663558262,-0.855084249550236,0.131,0.17,1
"KCTD6",0.0123214838133312,0.248820349976309,0.048,0.027,1
"KIAA1841",0.012373623713068,-1.02451534409219,0.074,0.111,1
"GPALPP1",0.012408292637021,0.549838212156922,0.117,0.082,1
"IL10RB-DT",0.0124132771184776,-3.34878719081567,0,0.015,1
"MKRN2OS",0.012434897656842,0.946446561792874,0.017,0.007,1
"AP4E1",0.0124572219662159,-1.9193999604785,0.017,0.041,1
"AC108860.2",0.0124679761937273,-1.54742223846923,0.005,0.023,1
"BCAR1",0.0124680066278345,-0.155028043974162,0.162,0.116,1
"ITPRIPL1",0.0124801948966305,-2.55004765541594,0.002,0.019,1
"FGFR4",0.01248371967713,0.316811739404942,0.081,0.053,1
"MAGIX",0.0125285947031743,0.526902799700213,0.079,0.051,1
"SRRD",0.0125397256825171,-1.03550537331987,0.055,0.089,1
"TUT1",0.0125608435915658,0.163704536752343,0.055,0.032,1
"LINC00887",0.0125751429272079,-2.03027393961833,0.007,0.027,1
"NCKAP5",0.0125764741228922,0.545672226137436,0.079,0.051,1
"C12orf65",0.0125909020687822,-1.10118558591326,0.105,0.143,1
"TCERG1",0.012641058405911,0.213071156393035,0.255,0.2,1
"CELF4",0.0127629755846921,-1.68262531207111,0.017,0.041,1
"AGPAT5",0.0127670058478284,0.243746156357706,0.143,0.105,1
"BBX",0.0127777050799278,0.141390802379824,0.474,0.393,1
"BRI3BP",0.0128791857458662,-1.24400996930259,0.071,0.106,1
"PTGS2",0.0129129192526115,-2.89131444118102,0.017,0.04,1
"AC006504.5",0.01293721600296,-2.01926886241372,0.007,0.027,1
"AC020910.4",0.0129593242094396,-2.88658926021814,0,0.014,1
"LDHC",0.0129696754786946,-2.18089862135304,0.002,0.019,1
"GLMP",0.0129981896120547,-0.107934056128566,0.179,0.132,1
"BCL2L14",0.0130438302480444,-2.12621545972866,0.012,0.034,1
"NABP2",0.0130520152235192,-0.197174542647785,0.343,0.265,1
"AP001207.3",0.0130714400961031,-2.92690178903026,0,0.014,1
"RRAGB",0.0130781432729259,0.516969739049853,0.083,0.055,1
"EPHB6",0.0130965070897338,-0.646178704244858,0.036,0.066,1
"EXOC6B",0.0130990366176968,0.636403162146826,0.057,0.035,1
"MECR",0.0131007491804083,-0.698529064966534,0.162,0.203,1
"IGLV6-57",0.0131586790307465,0.123211178987001,0.021,0.009,1
"TANK",0.0131609505968448,-0.654882587803286,0.345,0.37,1
"AL139089.1",0.0131845454385794,-3.12132698447501,0,0.014,1
"KLF12",0.0132232190964671,-0.623874781890553,0.036,0.066,1
"C4orf46",0.0132276921936756,-1.52986287643985,0.04,0.07,1
"GPR157",0.013261745204071,0.114311902207772,0.143,0.103,1
"SLC35G1",0.0132886044254999,-2.02625021363256,0.012,0.034,1
"RP11-680F8.1",0.0133078489696161,0.491649175569932,0.019,0.008,1
"WNT6",0.0133082667166054,-2.44469053016702,0.005,0.023,1
"MZF1-AS1",0.0133341981211806,0.767421698052231,0.048,0.028,1
"AC139530.1",0.013339618333968,-2.32922217517171,0.005,0.023,1
"ZNF431",0.0133496635856585,0.239655562546595,0.129,0.093,1
"FAM84A",0.0133516153843164,-0.652168326033697,0.181,0.224,1
"MMP2",0.0133897500141921,-2.13703810531514,0.002,0.019,1
"FOXK1",0.0134315551867937,-1.3569174055333,0.095,0.131,1
"JMY",0.013440466905122,0.279853357577855,0.095,0.064,1
"NHS",0.0134405065340089,0.375361147580983,0.026,0.012,1
"TMEM203",0.0134901948371753,-0.989200651416915,0.14,0.178,1
"SOS2",0.013497910970777,0.149881106347384,0.114,0.08,1
"SLC15A4",0.0135306355015747,-1.61294033848572,0.038,0.067,1
"ANAPC7",0.0135395085165493,0.316430098602009,0.143,0.105,1
"GNGT1",0.0135488293524598,1.26622821213838,0.031,0.016,1
"HS3ST1",0.0135516435685169,-2.38107973906126,0.014,0.037,1
"XIST",0.0135523418670444,-0.208966569301964,0.476,0.518,1
"UPK3B",0.013569652737823,0.94952925283325,0.012,0.004,1
"WARS",0.0135790490116529,-0.186007908078891,0.221,0.169,1
"AC135012.1",0.0135865528902067,1.89157406278125,0.01,0.003,1
"DDHD2",0.0136016233310892,0.51551434627721,0.079,0.052,1
"TEFM",0.0136128134682462,0.218940837691393,0.09,0.061,1
"CEP128",0.0136188840491638,0.200348115518086,0.038,0.021,1
"AL354810.1",0.0136470429072239,-2.33714017672054,0,0.014,1
"AC004990.1",0.0136470429075081,-3.44393469852329,0,0.014,1
"PRICKLE2",0.0136488142212129,0.967376933698437,0.021,0.01,1
"ZNF362",0.013655029854348,0.402079980406997,0.093,0.063,1
"P2RY10",0.0136770835796439,0.44383792617303,0.01,0.003,1
"AVEN",0.0136772206410312,-1.9152236328861,0.019,0.043,1
"LINC00346",0.0136858975762994,0.340561761810914,0.06,0.036,1
"OXSR1",0.01369597026067,0.122687370713739,0.129,0.091,1
"ZNF641",0.0137111799616023,0.349221888212919,0.057,0.034,1
"AL355472.1",0.0137288459324908,-2.15890694087531,0.005,0.023,1
"HARBI1",0.0137386398845265,0.751546678886892,0.045,0.026,1
"ADGRF1",0.0137583405092481,0.96531668139201,0.031,0.016,1
"ADGRA3",0.0137622309591191,-1.27145257225621,0.031,0.059,1
"FAM64A",0.0137652324486614,-3.13237802867978,0,0.014,1
"POMC",0.0137758743878718,-1.93030089265897,0.005,0.023,1
"AC142472.1",0.0137863485905371,-1.55117508355419,0.002,0.019,1
"PAQR7",0.0138021559257054,-0.123912790415187,0.04,0.022,1
"ZNF227",0.0138075919875771,0.790602843633961,0.045,0.026,1
"TMEM41A",0.0138130447818061,-0.730203547555812,0.314,0.337,1
"RRM1",0.0138913448736663,-0.861789455552897,0.15,0.189,1
"NAA16",0.0139323402084064,0.325412737152119,0.095,0.065,1
"ZCCHC2",0.0139339424743023,0.117810429200849,0.095,0.064,1
"C16orf70",0.0139356617482818,0.147451476806415,0.083,0.055,1
"NFYB",0.0139508711608141,0.324630739201395,0.19,0.148,1
"PMS1",0.0139762263553749,0.185906906920806,0.164,0.124,1
"ACTR5",0.0139773000314684,0.488833742510807,0.057,0.035,1
"SDCBP2",0.01399204756931,0.152754148829726,0.143,0.103,1
"RNF139-AS1",0.014020630966262,0.706417720686896,0.048,0.028,1
"ZFP90",0.0140450895118731,0.293497113473486,0.086,0.057,1
"CSPG4",0.0140662179739121,-3.24364165164013,0.002,0.019,1
"FAAP24",0.0141067994955916,-1.12337473957081,0.036,0.065,1
"PAX6",0.0141261083611637,-2.43581261900686,0,0.014,1
"EFL1",0.0141264617283285,-2.45218496850584,0.002,0.019,1
"YPEL1",0.0142079034845825,-0.917704492720874,0.045,0.077,1
"ABHD11-AS1",0.0142184975094924,1.15259726119616,0.019,0.008,1
"ZNF28",0.0142213983249226,0.46165499235425,0.062,0.038,1
"OPA3",0.0142501323162853,0.250601576999001,0.138,0.1,1
"RP11-422P24.11",0.0142595799506967,2.4504242392284,0.01,0.003,1
"DAGLB",0.014274096053637,0.217759992358911,0.057,0.035,1
"TMEM8B",0.0143081015171114,0.590871730563843,0.064,0.04,1
"SPCS2",0.0143117167397095,-0.17467036562954,0.829,0.772,1
"BMT2",0.0143520487531061,-2.62694477627976,0.002,0.018,1
"CCDC88B",0.014387051010895,0.291293926800206,0.036,0.019,1
"MYBL1",0.014392048134641,-1.49560679622504,0.012,0.033,1
"LOXL2",0.0144102406914149,-2.30874018712844,0.012,0.033,1
"CTDNEP1",0.0144239580943936,-0.645032304909828,0.233,0.275,1
"LPCAT4",0.0144685962519566,0.275965878035123,0.071,0.046,1
"MUTYH",0.0145209215092138,-1.2784857980443,0.057,0.09,1
"CTC-537E7.2",0.0145405071720009,1.55765411985285,0.01,0.003,1
"MFSD3",0.0145687262378062,0.191428046512434,0.174,0.13,1
"KALRN",0.0145710047497431,0.245594074130391,0.05,0.029,1
"ATP8B3",0.0145781629061103,1.41238849512093,0.01,0.003,1
"AC096677.1",0.0145983405598801,-2.10967772159026,0.005,0.022,1
"KDR",0.0146223555528789,-3.41698220392159,0,0.014,1
"NT5DC4",0.0146223555556233,-3.21011315047553,0,0.014,1
"STARD7",0.0146312438968782,-0.760995524792406,0.252,0.287,1
"CKMT1A",0.0146328098032667,-1.54882131923777,0.055,0.086,1
"ZNF646",0.0146716063613048,0.477098271350717,0.036,0.019,1
"ROPN1L",0.0146738029942095,1.5334545524566,0.014,0.005,1
"AC005618.6",0.0146891161772508,1.39059200703607,0.01,0.003,1
"RRP1B",0.0147217110971639,-0.738462545054137,0.238,0.273,1
"MAGEA11",0.0147784851097378,0.878281406463342,0.021,0.01,1
"LPAR1",0.0147833072881389,1.3330829252753,0.017,0.007,1
"RP11-20I23.6",0.0147956430553083,1.6920326009552,0.012,0.004,1
"MSRB3",0.0148055737779073,-2.25985175775381,0.01,0.03,1
"GUCY1B3",0.0148198629872806,0.508763821670613,0.024,0.011,1
"RNF144A",0.0148874489864848,-1.84949389754685,0.024,0.049,1
"NCAPD3",0.0148967527563731,-1.00697468031168,0.088,0.125,1
"SPSB4",0.0148992176963341,-2.94629203722218,0.002,0.018,1
"FAM183A",0.0149033145353864,0.705455382367457,0.017,0.007,1
"AC018647.2",0.0149705128964894,-1.69223225899852,0.01,0.03,1
"AC067735.1",0.0150285630458305,-1.35805243690447,0.002,0.018,1
"MFSD13A",0.0151006439904725,-1.73311784729324,0.021,0.046,1
"AC062017.1",0.0151176532806449,0.792946909232433,0.04,0.023,1
"MST1",0.015159877299871,0.725483505016742,0.026,0.013,1
"MMADHC",0.0151870898896706,-0.396614598139554,0.655,0.601,1
"ADAMTS4",0.0152214042636383,0.542837578942947,0.06,0.037,1
"APIP",0.0152460957856494,-0.212309743781061,0.264,0.206,1
"ZNF502",0.0153160650904595,0.593545104739128,0.029,0.014,1
"RP11-849H4.2",0.015318640395049,0.407594931602398,0.021,0.01,1
"G6PD",0.0153598813557846,-0.218575483826295,0.286,0.218,1
"SLC25A26",0.0153808159987525,0.158497897265772,0.248,0.193,1
"AL391069.2",0.0153890582307722,-1.62236470208219,0.005,0.022,1
"TMEM104",0.0154158283132218,0.560127082451772,0.067,0.042,1
"VSIG10L",0.0154921756493317,-2.64491033112462,0.002,0.018,1
"C3orf62",0.0154954196273652,0.670331582283103,0.048,0.028,1
"APBB1IP",0.0156051157175964,0.154149214708143,0.017,0.007,1
"CTC-425F1.4",0.015608651834388,-0.517129994302741,0.017,0.007,1
"SCGB2A1",0.0156291915658879,-1.48078140208552,0.019,0.043,1
"TBCA",0.0156320636601886,-0.277980102468534,0.807,0.729,1
"DLEU1",0.0156439676982091,0.309185956482206,0.057,0.035,1
"MBIP",0.0156525806700466,0.191317408808758,0.171,0.128,1
"AC107871.2",0.0156689709545905,-3.54135132171408,0,0.014,1
"GSDME",0.0156842773192732,-3.20642026890994,0.002,0.018,1
"C6orf132",0.0157001035564126,-0.804311875581716,0.288,0.317,1
"ICAM5",0.0157143323722477,-2.35796541868041,0.01,0.029,1
"SSC4D",0.0157532139428503,-2.18951262691813,0.002,0.018,1
"DNAJC17",0.0157583142240428,0.142226968137847,0.16,0.119,1
"RP11-1100L3.8",0.0157611447159592,1.14778682143731,0.01,0.003,1
"CLDN16",0.0158050760950838,-3.16611343329226,0,0.014,1
"APH1A",0.015824840564505,-0.372796648480585,0.664,0.628,1
"MTHFD1L",0.0158251784100387,-1.39897479374275,0.048,0.077,1
"IPMK",0.0158261917673643,0.273749612495412,0.081,0.054,1
"CBFA2T3",0.0158954808429965,0.669433350923146,0.01,0.003,1
"FER",0.0158970591860356,0.449892686247384,0.052,0.032,1
"MFAP3",0.0159088124577372,0.962374931834436,0.021,0.01,1
"AC020659.1",0.0159373843784711,-2.36274140758045,0.002,0.018,1
"NOM1",0.0159416847328717,-0.955029052282095,0.124,0.162,1
"AC007608.3",0.0159423902976837,-3.23161142846197,0,0.014,1
"GLI2",0.0159423902983499,-2.76825833150737,0,0.014,1
"SEPT8",0.0159640683212125,-1.38509172264655,0.06,0.091,1
"PPP1R26-AS1",0.0159659460041452,0.693280732751242,0.021,0.01,1
"AL669831.5",0.0159771346022408,-2.02513445646767,0.005,0.022,1
"IARS2",0.0160050359620219,-0.121177660993965,0.355,0.276,1
"SLC44A2",0.0160088997495975,-0.580962337926358,0.336,0.366,1
"LARS2",0.0160213070627132,0.750314503209109,0.031,0.016,1
"TMEM185A",0.0161114350840237,-1.04073661142701,0.083,0.119,1
"SH3PXD2B",0.0161985962188333,-1.32136232140642,0.064,0.096,1
"ZNF439",0.0161999616857823,-0.804757502169998,0.043,0.074,1
"AL136962.1",0.0162206905197786,-2.36004314745679,0,0.014,1
"SUGCT",0.0162206905201177,-3.06325955558962,0,0.014,1
"COL1A1",0.0162331908720662,-0.808582231699396,0.1,0.068,1
"EBNA1BP2",0.0162407034703542,-0.527950160968007,0.505,0.489,1
"PPP1R1A",0.0162573243131099,-1.41905175319488,0.06,0.091,1
"KIAA0226L",0.0162612754534661,0.881199333376702,0.014,0.005,1
"ZNF684",0.0162749915401861,1.67111130855929,0.043,0.024,1
"AGAP2",0.0162762042080623,0.150221239367897,0.012,0.004,1
"KIAA2022",0.0163104652616272,1.17184806623212,0.021,0.01,1
"MRM3",0.0163138787997261,-0.985997065382935,0.012,0.033,1
"TBX18",0.0163616991213581,-3.23401812769721,0,0.014,1
"RNF17",0.0163616991213581,-2.80041765894352,0,0.014,1
"PYCR3",0.0163657730979946,-1.68479194734009,0.017,0.039,1
"AL157938.3",0.0163812957996764,-1.39841399379798,0.007,0.026,1
"KDM1B",0.0163954179673553,0.39024812837699,0.083,0.056,1
"AL589182.1",0.0164233328270818,-2.23524159861005,0.002,0.018,1
"PASK",0.0164491105825675,0.358955393483389,0.04,0.023,1
"MYH14",0.0164564902887065,-0.677001050312543,0.157,0.198,1
"AC048341.1",0.0164619849863517,-2.28371200356677,0.002,0.018,1
"COMMD4",0.0165151321019449,-0.101656533534811,0.355,0.281,1
"XPNPEP3",0.0165690256566179,0.183060205571291,0.133,0.096,1
"RP11-152N13.5",0.0165744552777107,1.21227682843152,0.019,0.008,1
"AP001816.1",0.0165791877907519,-1.9558219440528,0.01,0.029,1
"AC009299.3",0.0165883897246075,0.614337471894193,0.026,0.013,1
"RFX1",0.0165960974968502,0.30968686206048,0.11,0.078,1
"NEXMIF",0.016603785486762,-2.57179646774059,0.002,0.018,1
"GDF11",0.01660778999672,-1.64196215079895,0.014,0.036,1
"AC022509.2",0.0166474905881721,-3.40726344218396,0,0.013,1
"BCAS3",0.0166803082357043,0.177700802534289,0.055,0.033,1
"ANXA2R",0.0167035092378499,-0.733274237480132,0.05,0.082,1
"ROCK2",0.0167661759981953,0.312215305137682,0.181,0.139,1
