"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CD63",6.1505725314175e-31,0.491635339522456,0.926,0.728,2.62912373427972e-26
"METTL7A",6.20135303030991e-31,1.59535366948413,0.226,0.075,2.65083036633628e-26
"C10orf12",6.24069823056138e-31,3.27712396832768,0.052,0.006,2.66764886563577e-26
"NUCKS1",6.25590490268841e-31,-1.02852746560152,0.788,0.805,2.67414910970319e-26
"MIA",6.65254933665919e-31,-3.00772628357043,0.024,0.284,2.84369873944834e-26
"PHF1",7.01739608651664e-31,1.44645634829953,0.3,0.117,2.9996561311424e-26
"C18orf8",7.01962248343418e-31,1.52149119856793,0.14,0.034,3.00060782676878e-26
"PDCD6IP",7.05473911160031e-31,0.96838158275966,0.386,0.166,3.01561878064467e-26
"GPR141",7.26564624831485e-31,2.64846750101161,0.031,0.002,3.10577314530467e-26
"EGLN2",7.314963138139e-31,2.11506322671502,0.129,0.03,3.1268541430289e-26
"CTHRC1",7.43952138437829e-31,-3.90000224238968,0.05,0.307,3.18009781096634e-26
"LARP4",7.8930065216872e-31,1.35654316313249,0.29,0.112,3.37394456776041e-26
"NDUFC1",8.02985154397383e-31,0.633294637991281,0.783,0.501,3.43244034098705e-26
"DUT",9.33562523884938e-31,-1.33968145994545,0.605,0.727,3.99060636459856e-26
"CHD2",9.55689817450932e-31,1.09083930132917,0.433,0.205,4.08519169367575e-26
"SULT1A1",9.56057405402794e-31,1.5026490598647,0.214,0.068,4.08676298513478e-26
"TOMM7",1.11718868954762e-30,-0.697288857567582,0.879,0.891,4.77553477234026e-26
"HMHA1",1.12466978279849e-30,1.8805972871189,0.11,0.023,4.80751345355044e-26
"DDX5",1.146407488202e-30,0.72565814166583,0.929,0.795,4.90043344906829e-26
"RILPL2",1.26675350055938e-30,1.15846028249094,0.319,0.127,5.41486451349111e-26
"VMO1",1.30792413633794e-30,5.8417595227212,0.067,0.01,5.59085251319015e-26
"NCAM2",1.33623308672304e-30,3.41662657214019,0.043,0.004,5.71186195250633e-26
"HNMT",1.34809716099163e-30,1.39646320212682,0.36,0.157,5.76257612437483e-26
"SERPINE2",1.38798619882243e-30,-5.19547426674169,0.026,0.277,5.93308580548635e-26
"CCDC186",1.41853619913228e-30,1.05494874115771,0.488,0.24,6.06367483681086e-26
"IDH1",1.4320491341549e-30,1.09653488731287,0.462,0.233,6.12143722885853e-26
"PHLDB2",1.43501405180438e-30,1.24308055578093,0.162,0.043,6.13411106584301e-26
"ZNF680",1.47521955830507e-30,1.42881134413809,0.221,0.072,6.30597352393087e-26
"SYT7",1.49286412084009e-30,1.46341855949913,0.243,0.084,6.38139697094306e-26
"NUP98",1.55565797523614e-30,1.42857267853265,0.245,0.086,6.64981558094439e-26
"HPF1",1.61752210264514e-30,-3.83336222584224,0.029,0.284,6.9142599799669e-26
"DAD1",2.10334618692614e-30,0.607740974035753,0.867,0.656,8.99096361063449e-26
"SENP6",2.14801980895146e-30,1.02886997176196,0.46,0.223,9.1819254753439e-26
"TOM1L1",2.21341133989811e-30,1.03903967989364,0.364,0.155,9.46144811352845e-26
"ARHGAP36",2.32446898154994e-30,10.5949201091796,0.01,0,9.93617510853339e-26
"DNAJB1",2.32468781982527e-30,0.950710314534804,0.831,0.644,9.93711055462512e-26
"FCHO2",2.37422976732143e-30,1.78778410078809,0.138,0.034,1.01488825633922e-25
"RP11-981P6.1",2.37445285059564e-30,5.88729373607993,0.01,0,1.01498361551561e-25
"CALCOCO2",2.38381998518883e-30,0.950154069526314,0.412,0.185,1.01898769086882e-25
"NBL1",2.63409421343152e-30,-3.1589425981544,0.074,0.331,1.12596991247344e-25
"GIGYF2",2.74575720008059e-30,1.05645367964387,0.355,0.152,1.17370137274645e-25
"MCCC2",2.83867772702567e-30,1.59406301816062,0.271,0.102,1.21342118119439e-25
"EPS8L1",2.95223281172322e-30,1.22133370767491,0.262,0.094,1.26196143769921e-25
"SLC9A3R2",3.14086221391305e-30,1.22040073848398,0.21,0.066,1.34259296195927e-25
"SMG1",3.71913246571215e-30,1.01920939992432,0.407,0.184,1.58978036379332e-25
"RP11-14N7.2",3.87970527746443e-30,0.974339032084569,0.176,0.05,1.65841881790495e-25
"CLPTM1L",4.15036925343175e-30,-2.81262711263443,0.148,0.394,1.77411684107194e-25
"PPP1R10",4.30269773245446e-30,1.28270990090035,0.488,0.256,1.83923117271498e-25
"ZMYND10",4.36893474494033e-30,2.34652435671181,0.079,0.013,1.8675448460722e-25
"GNS",4.46339196010283e-30,1.42655937794613,0.205,0.064,1.90792152726556e-25
"GAA",4.78277284347727e-30,1.23467316225864,0.302,0.118,2.04444407967279e-25
"CRNDE",4.84544440001702e-30,0.856367553436785,0.719,0.456,2.07123366323127e-25
"SBDS",5.01932083521975e-30,0.765565483565605,0.719,0.445,2.14555888422304e-25
"OSER1",5.45253508699641e-30,1.28739129397843,0.495,0.268,2.33074064828749e-25
"CCDC106",5.91270499171052e-30,1.59524954387647,0.205,0.065,2.52744487575658e-25
"LINC00473",6.08243447696516e-30,2.27062650178606,0.057,0.007,2.59999744152353e-25
"CHRD",6.49452094330638e-30,2.9409358725787,0.036,0.003,2.77614792242574e-25
"EHMT1",6.63127657235203e-30,1.11736748380919,0.326,0.134,2.8346054836176e-25
"HSPA1A",6.87035208430828e-30,1.21048683546699,0.807,0.615,2.93680070195842e-25
"DHRS7B",7.35327242189356e-30,1.4626497284118,0.231,0.078,3.14322982946262e-25
"NCOA1",7.63140726671589e-30,1.37661399120148,0.248,0.087,3.26212135023038e-25
"PIM1",7.93332851934707e-30,-4.43669758428085,0.026,0.274,3.3911806088801e-25
"SPOP",7.98506829952927e-30,1.16698030004346,0.36,0.157,3.41329729531678e-25
"RBP1",8.17745095415903e-30,-1.53362352519119,0.321,0.558,3.49553318486482e-25
"AXIN2",8.21892763921243e-30,3.79282918397008,0.029,0.002,3.51326280865775e-25
"PBDC1",8.97964493109561e-30,1.08565198247759,0.431,0.202,3.83843902224613e-25
"NUSAP1",9.32086095020264e-30,-5.45849075739457,0.021,0.265,3.98429522177362e-25
"ENO1",9.82456708708761e-30,-0.716944744969517,0.74,0.876,4.19960944704647e-25
"BIRC5",1.01227593302565e-29,-4.20454588174688,0.036,0.284,4.32707470331146e-25
"BSCL2",1.13181974296333e-29,1.45850316194624,0.212,0.069,4.83807667327105e-25
"LRBA",1.2110123059865e-29,1.2309624383253,0.283,0.108,5.17659320316989e-25
"MYLK",1.46967453385708e-29,-4.29069064127517,0.031,0.279,6.28227076242549e-25
"ALDH2",1.58943629276632e-29,0.922723803581584,0.369,0.156,6.7942043770589e-25
"LY6D",1.65341173994326e-29,-5.38473440909208,0.043,0.289,7.06767382356145e-25
"FAM127C",1.75293187154828e-29,1.24052611196574,0.21,0.067,7.49308257812028e-25
"DSCR3",1.76641370435068e-29,1.44919645573905,0.167,0.047,7.5507120206174e-25
"CCNI",1.88583531514143e-29,0.571221604514218,0.938,0.762,8.06119163810356e-25
"TJP3",1.92693082011685e-29,1.79110413413902,0.174,0.05,8.2368584836715e-25
"RP5-1159O4.2",2.0269417015124e-29,3.91871675643662,0.021,0.001,8.66436499728491e-25
"MRPL14",2.07094438392441e-29,-0.94316001438001,0.648,0.738,8.85245886352329e-25
"GBP2",2.09475259547196e-29,1.15535601355399,0.355,0.152,8.95422944460443e-25
"GNA11",2.17232817645843e-29,1.17448804320331,0.248,0.087,9.2858340230892e-25
"ADRBK2",2.38099018549703e-29,2.96015291739139,0.052,0.006,1.01777806469256e-24
"CDK5RAP3",2.47098033320848e-29,0.929390625877401,0.46,0.223,1.0562452532333e-24
"LINC00152",2.60310700508139e-29,0.939493012269924,0.264,0.096,1.11272412039209e-24
"RP11-841O20.2",2.64464161450272e-29,3.04525215089046,0.04,0.004,1.13047850453533e-24
"HSPB11",2.69650917863886e-29,-1.36013988654917,0.467,0.63,1.15264981350097e-24
"ALOX5",2.77683871036842e-29,1.99749718913916,0.098,0.019,1.18698747513409e-24
"MBOAT1",2.82439566899585e-29,2.503042301366,0.086,0.015,1.20731617266897e-24
"ELMO3",2.96011661757442e-29,1.49481651589957,0.162,0.045,1.26533144934836e-24
"DDT",2.98325690714891e-29,-1.02835823192445,0.633,0.716,1.27522299752987e-24
"ELMSAN1",3.17692096490408e-29,1.63546242582259,0.3,0.122,1.3580066356579e-24
"DHRS3",3.5378591726346e-29,1.20467514200313,0.252,0.09,1.51229328193439e-24
"EGFL7",3.72950635246242e-29,1.99019889585719,0.193,0.061,1.59421478542359e-24
"FAM35A",3.8390824951476e-29,2.09165562881629,0.095,0.019,1.64105420337579e-24
"CTAGE5",3.86086408088155e-29,1.8984595902672,0.1,0.02,1.65036496001363e-24
"TUSC8",3.87497298079157e-29,2.704030130214,0.064,0.009,1.65639595036917e-24
"CDH10",4.08600877585639e-29,3.52264872968246,0.024,0.001,1.74660531132757e-24
"RNF19A",4.19732722801117e-29,0.885892243671742,0.474,0.232,1.79418949688566e-24
"SF1",4.33112823364184e-29,0.831182532897896,0.745,0.501,1.85138407475254e-24
"RTF2",4.33474247869416e-29,-2.57463374029583,0.045,0.298,1.8529290199426e-24
"CORO1B",4.49605817752385e-29,0.764453820952813,0.557,0.303,1.92188502856434e-24
"FAAH",4.58961339526962e-29,1.69768991784959,0.186,0.057,1.96187614194195e-24
"C17orf96",4.69033307242813e-29,2.7577384656195,0.052,0.006,2.00492977514013e-24
"SREK1",4.69683435893159e-29,1.10997243915795,0.443,0.22,2.0077088150689e-24
"C7orf49",4.8170748919536e-29,1.46117027725239,0.16,0.044,2.05910683331448e-24
"SIAE",4.83989854995489e-29,1.61040263869464,0.124,0.029,2.06886303416372e-24
"ANKRD50",4.9568182182281e-29,1.74379437889473,0.152,0.041,2.11884151556378e-24
"ZNF737",5.29124257912667e-29,2.61736726657809,0.09,0.017,2.26179455287348e-24
"USP22",5.77643794498742e-29,1.02101113786569,0.424,0.204,2.46919616396432e-24
"HYDIN",5.86903624704341e-29,3.32021246151415,0.033,0.003,2.50877823416118e-24
"NECAB3",5.90896455886215e-29,1.28461002517787,0.236,0.082,2.52584599033122e-24
"SPTY2D1",5.94487645491796e-29,0.986681003254308,0.324,0.132,2.54119688941923e-24
"G6PC3",6.50526457050968e-29,1.45824868343189,0.205,0.067,2.78074039331007e-24
"ABR",6.53968215156772e-29,1.56252187319949,0.117,0.026,2.79545253250914e-24
"RPL27",7.03881653203072e-29,-0.649913362394853,0.948,0.946,3.00881251478185e-24
"OS9",7.20209867414997e-29,0.928472944892831,0.531,0.287,3.07860909925214e-24
"IRX3",7.31456617505489e-29,1.01007893713612,0.61,0.366,3.12668445718896e-24
"BCLAF1",7.47430547698676e-29,0.724671517950005,0.598,0.329,3.19496661919276e-24
"MAN1B1",7.50624218691426e-29,1.16374166265675,0.276,0.105,3.20861828521837e-24
"LARP6",7.68058024436064e-29,-2.68353779598301,0.086,0.342,3.2831408312544e-24
"SIGLEC15",7.93973901535439e-29,2.35705017656052,0.088,0.016,3.39392083950339e-24
"PTBP1",7.97473631834069e-29,0.915164402680896,0.533,0.283,3.40888078663791e-24
"C11orf54",8.21256121321214e-29,1.23332705367358,0.293,0.116,3.51054141619966e-24
"HDLBP",8.23799667797865e-29,0.776706653586216,0.738,0.472,3.52141405996875e-24
"FAR1",8.5878142841803e-29,1.78611578211016,0.164,0.047,3.67094709391571e-24
"SYDE2",8.6165574898301e-29,1.81660054007084,0.183,0.057,3.68323366460277e-24
"LPP",8.94954532854722e-29,0.902661516114159,0.638,0.377,3.8255726461408e-24
"RP11-353N14.2",9.33968594762586e-29,5.31072251496926,0.012,0,3.99234215517215e-24
"SURF1",9.34016039971094e-29,1.04427701805191,0.412,0.195,3.99254496446044e-24
"P2RX4",9.35641330727332e-29,1.2303738486671,0.226,0.077,3.99949243232705e-24
"SPEF2",9.5330208756278e-29,2.15681453681821,0.102,0.021,4.07498510349586e-24
"ACOX3",9.87097226966892e-29,1.84926809289532,0.179,0.054,4.21944580639268e-24
"ABCC11",1.03840235418554e-28,1.9383045549008,0.148,0.039,4.43875470320149e-24
"SF3A2",1.05592537705986e-28,0.803483469586863,0.336,0.136,4.51365861678006e-24
"SLC6A6",1.08827326474018e-28,1.55139287285997,0.121,0.028,4.65193289745838e-24
"SMIM1",1.1609345696918e-28,1.34703751283807,0.224,0.076,4.96253091160456e-24
"TRAPPC1",1.18147120129997e-28,0.651085726272247,0.648,0.381,5.05031679707687e-24
"UBE4A",1.2154419367817e-28,1.12087778989183,0.293,0.115,5.19552810296705e-24
"GJB2",1.22928753160007e-28,-2.90306007728628,0.045,0.295,5.25471248257764e-24
"RP11-352M15.2",1.23728095586362e-28,2.13558649325937,0.102,0.021,5.28888117393462e-24
"SERBP1",1.34592883509926e-28,-0.754909923374562,0.85,0.841,5.75330739851531e-24
"ATP8B1",1.35262986527765e-28,1.26076221524724,0.257,0.093,5.78195162211586e-24
"RP11-96D1.11",1.37737924570647e-28,3.73238139229117,0.048,0.005,5.88774532369689e-24
"ZNF483",1.38799125512724e-28,3.36827800540416,0.033,0.003,5.93310741916689e-24
"FGFR1OP",1.42258877887029e-28,1.60980691349612,0.198,0.064,6.08099799415894e-24
"ANKRA2",1.42819167787136e-28,1.63808546350194,0.183,0.056,6.10494814622893e-24
"RP1-269M15.3",1.47660188646182e-28,3.34840726554062,0.033,0.003,6.31188242386968e-24
"RBM3",1.51343495666726e-28,0.605198358566975,0.776,0.515,6.46932906576987e-24
"IER3IP1",1.55760494140293e-28,-1.44395650338198,0.35,0.581,6.65813808252097e-24
"TEX264",1.87478519126909e-28,0.898802652943137,0.467,0.23,8.01395677859886e-24
"ZKSCAN1",1.89414396286497e-28,0.804513773389133,0.595,0.338,8.09670778366262e-24
"SDF2",1.94031780514656e-28,1.02956601075612,0.483,0.251,8.29408248987949e-24
"FAM129A",1.98259710437944e-28,1.49738483860142,0.262,0.099,8.47480958238037e-24
"SEC24D",2.1832778467562e-28,1.34549945713179,0.207,0.068,9.33263948374406e-24
"TSPAN15",2.39097178716171e-28,0.910303928350804,0.543,0.295,1.02204480014015e-23
"CSRP2",2.49544044230208e-28,-2.14590370069467,0.155,0.411,1.06670097146645e-23
"ATP5F1D",2.58538946360377e-28,-1.60456037401187,0.098,0.375,1.10515058011207e-23
"PRKAA1",2.60584437136433e-28,1.39555401612758,0.293,0.116,1.11389423498339e-23
"HSD17B8",2.79604953060763e-28,1.39862782655034,0.238,0.084,1.19519933235354e-23
"LCN12",2.8433583408383e-28,3.96137915229179,0.026,0.002,1.21542195637474e-23
"FOSL2",2.8734315917922e-28,1.0413835465173,0.362,0.159,1.22827706822749e-23
"RP5-1159O4.1",2.92103939255379e-28,1.62775318616706,0.136,0.034,1.24862749874104e-23
"FAM213B",2.98116877426815e-28,1.36737518140016,0.212,0.07,1.27433040424866e-23
"ABCC6",3.1150957900792e-28,2.88988063673637,0.064,0.01,1.33157884642725e-23
"TRPT1",3.39655865962645e-28,0.94369384208813,0.369,0.164,1.45189296464392e-23
"EPB41L4A",3.41807976432479e-28,2.06771522919859,0.119,0.028,1.46109237605827e-23
"CBX3",3.82889365873369e-28,-1.11298499992607,0.617,0.72,1.6366988833623e-23
"MTCH1",3.86774013354247e-28,-0.945492551825178,0.681,0.758,1.65330419748406e-23
"PRDX3",3.93445558145098e-28,0.708340747576245,0.774,0.533,1.68182238284704e-23
"SNX14",4.01234956624598e-28,1.1776732973333,0.25,0.091,1.71511894558751e-23
"EPN2",4.17678088526486e-28,1.23493097635721,0.26,0.097,1.78540675721532e-23
"TMEM86A",4.19194777440108e-28,1.8033905113315,0.138,0.036,1.79188999564548e-23
"ABCD3",4.35278460278883e-28,1.36505064200317,0.288,0.115,1.86064130630811e-23
"KRT16",4.39032861187404e-28,-4.05591106483372,0.043,0.285,1.87668986843168e-23
"DNAJC10",4.80679824117008e-28,1.09511947050937,0.374,0.171,2.05471397617056e-23
"ZZEF1",4.93125986525712e-28,1.71138449800733,0.155,0.043,2.10791634200281e-23
"DNAH7",4.98055637195718e-28,3.06995876415021,0.043,0.005,2.12898862675682e-23
"SNRPN",5.30423366866684e-28,1.24242855183946,0.34,0.152,2.26734772400833e-23
"PHYKPL",5.47783881655993e-28,1.284306284976,0.269,0.103,2.34155698052671e-23
"NDST1",5.49632838850192e-28,1.47640871610853,0.19,0.06,2.34946053294903e-23
"CISH",5.58336619949518e-28,1.61333380688344,0.171,0.051,2.38666571563621e-23
"NEDD4L",5.65299973235078e-28,1.13678950789709,0.369,0.166,2.41643126559066e-23
"TMEM140",5.76090896853336e-28,2.11434379065237,0.06,0.008,2.46255814768927e-23
"CNKSR1",6.1796512572036e-28,1.23768787993562,0.252,0.092,2.64155372640425e-23
"GLRA3",6.26637965188304e-28,6.60212414024826,0.014,0,2.67862664599392e-23
"HNRNPD",6.28073111792144e-28,-1.37483299755681,0.407,0.579,2.6847613236667e-23
"UBE2S",6.34048155564197e-28,-2.69802227946725,0.188,0.421,2.71030224577472e-23
"CPXM1",6.40597126359691e-28,5.44143831615099,0.014,0,2.73829647633714e-23
"CTC-236F12.4",6.48167676297552e-28,5.26575891324304,0.014,0,2.77065754910152e-23
"C12orf74",6.81344973883443e-28,4.59719259636923,0.014,0,2.91247722536217e-23
"PRPF8",6.90245561041492e-28,1.11222822941937,0.333,0.141,2.95052367522796e-23
"KIF3B",7.25175387140931e-28,1.30310904634063,0.252,0.093,3.09983470987262e-23
"PSMA2",7.67498362690516e-28,-1.21970517867208,0.314,0.574,3.28074850115688e-23
"MIA3",8.29358790705353e-28,1.16924154208709,0.329,0.141,3.5451770867491e-23
"IGFBP3",8.34284994915408e-28,-6.26907853386262,0.012,0.242,3.5662346392654e-23
"STX5",8.46508406057575e-28,0.915184076275791,0.448,0.221,3.61848483253371e-23
"AAMP",8.57709585696157e-28,0.772151712937237,0.567,0.312,3.66636539501679e-23
"NSD3",8.92681242160543e-28,-2.86942447472294,0.052,0.298,3.81585523773946e-23
"CENPU",9.19705675172889e-28,-4.17180248993541,0.036,0.271,3.93137387909403e-23
"DNAJC4",9.67253599730175e-28,0.784418163036206,0.486,0.244,4.13462223740661e-23
"NAP1L1",1.02038249051551e-27,-0.99845088084828,0.645,0.731,4.36172699395759e-23
"CNDP2",1.11449090171409e-27,0.734094750311588,0.545,0.291,4.76400280846704e-23
"LINC01133",1.11696763112647e-27,-2.51660554725005,0.086,0.339,4.7745898360132e-23
"APOL1",1.127873517345e-27,1.59554849051536,0.129,0.032,4.82120813724293e-23
"DEPP1",1.20413183364771e-27,-5.62116099387416,0.014,0.244,5.14718193611052e-23
"SRF",1.25185397968221e-27,1.47449355520919,0.248,0.092,5.35117502154956e-23
"GNG10",1.25406729675831e-27,1.20875893994226,0.179,0.054,5.36063606672309e-23
"CACYBP",1.29334143615225e-27,-1.19057406444289,0.519,0.668,5.52851730297639e-23
"QDPR",1.43113761465565e-27,1.01719815657302,0.312,0.128,6.11754084760706e-23
"IVD",1.47200027031313e-27,1.15548615472951,0.264,0.099,6.29221235548051e-23
"POLR2A",1.51246869156618e-27,1.08346397609379,0.345,0.151,6.46519866896878e-23
"EXOC2",1.59394819627844e-27,1.88915156846984,0.14,0.037,6.81349095981181e-23
"RP1-197B17.3",1.62404673642423e-27,3.77870557626198,0.029,0.002,6.94215017951901e-23
"SRPK2",1.73490747562676e-27,0.772610462435325,0.524,0.278,7.41603549531416e-23
"TK1",1.73654635260739e-27,-2.51843888438934,0.15,0.39,7.42304103885553e-23
"PNRC2",1.89152535463674e-27,1.01169331538929,0.569,0.32,8.08551428093023e-23
"DSC3",1.89343832861645e-27,-5.54501976120207,0.007,0.234,8.09369147950389e-23
"GEMIN8",1.94997539353662e-27,1.19675921295933,0.264,0.1,8.33536481721162e-23
"CYB5A",2.0331033117114e-27,0.647238544688896,0.874,0.636,8.69070341624155e-23
"DIRAS3",2.08324011201885e-27,3.70697804108413,0.069,0.011,8.90501818283579e-23
"NAIP",2.29709332771269e-27,2.10779883903704,0.074,0.012,9.81915513864068e-23
"RNF149",2.4704781005171e-27,1.01307614989915,0.436,0.218,1.05603056884704e-22
"YWHAE",2.57571975799811e-27,0.62909823075263,0.86,0.652,1.10101716775387e-22
"PLA2G16",2.75617118393387e-27,0.69613183028552,0.643,0.368,1.17815293428437e-22
"TRIO",2.8222650941998e-27,1.37514789230831,0.181,0.056,1.20640543716665e-22
"SLC50A1",2.92918297965445e-27,0.842434334734751,0.471,0.237,1.25210855648309e-22
"MESD",2.93680125652318e-27,-2.88515246260551,0.048,0.29,1.2553650651134e-22
"VPS37C",3.1110363759414e-27,1.31828692861536,0.212,0.072,1.32984360925991e-22
"DNAH6",3.19640368746532e-27,3.03752575638716,0.04,0.004,1.36633472024392e-22
"CFAP70",3.2744786301566e-27,2.48767747119608,0.06,0.009,1.39970863524674e-22
"GALNTL6",3.41234599978917e-27,3.09281599338062,0.033,0.003,1.45864142106988e-22
"TTC3",3.5599421911407e-27,0.62191576411418,0.814,0.514,1.521732889025e-22
"METTL12",3.56564180119236e-27,1.89047939918446,0.119,0.029,1.52416924433768e-22
"ST8SIA6",3.64222667378832e-27,2.31428828872259,0.09,0.018,1.55690621397756e-22
"CDKN1A",3.77014059547082e-27,1.44686265503698,0.671,0.491,1.61158429893995e-22
"MRPL58",4.04841438265477e-27,-3.22492893462122,0.029,0.262,1.73053521200961e-22
"IGSF8",4.18309234973922e-27,0.997119851500773,0.433,0.214,1.78810465581953e-22
"BUD23",4.20457586289548e-27,-2.49512388236409,0.062,0.306,1.7972879983533e-22
"NBEAL1",4.43978208592096e-27,0.666249734389745,0.667,0.402,1.89782925044778e-22
"NBDY",4.64242569122866e-27,-2.25569971871612,0.06,0.309,1.9844512859726e-22
"FAM114A1",4.71060857690858e-27,0.883482222956931,0.471,0.241,2.01359674228534e-22
"BDP1",4.74146768576718e-27,0.951360566506244,0.414,0.201,2.02678777695804e-22
"TMEM213",4.89892558735038e-27,-5.94045824278145,0.01,0.233,2.09409473156879e-22
"UBIAD1",5.22235029517064e-27,1.22134505705167,0.226,0.079,2.23234585717364e-22
"RPS3A",5.33027691029969e-27,0.31623769869163,0.993,0.985,2.2784801680767e-22
"RP11-61I13.3",5.56958405700455e-27,6.23371874433787,0.01,0,2.38077440100717e-22
"TMEM116",5.61905727643574e-27,1.55750071155583,0.198,0.066,2.40192222338522e-22
"KL",5.64005443576823e-27,5.33074027319918,0.01,0,2.41089766911349e-22
"CDC20",5.90560856160912e-27,-5.73436636895476,0.01,0.233,2.52441143574544e-22
"RAMP2",5.95588170802882e-27,2.36334187485208,0.121,0.03,2.545901194914e-22
"LLNLR-245B6.1",6.04185387042929e-27,1.2343834949692,0.207,0.07,2.58265085545371e-22
"SCAND1",6.13621667406553e-27,0.709641448419314,0.783,0.545,2.62298717949605e-22
"SDF4",6.16262872177564e-27,0.890791047942982,0.59,0.353,2.63427727341022e-22
"CDKN3",6.22466388804592e-27,-4.6727498470549,0.036,0.263,2.66079482558411e-22
"EP400NL",7.0995787629931e-27,2.35115931877178,0.09,0.018,3.03478593802903e-22
"TRIP12",7.37156801187812e-27,1.21868715320227,0.305,0.129,3.15105046235742e-22
"MICALCL",7.47612761603318e-27,3.51004523647817,0.031,0.003,3.19574551074954e-22
"EHD4",7.78131935954238e-27,0.997583139120025,0.362,0.164,3.32620277342998e-22
"DCTN4",8.23247022876998e-27,1.43676091343491,0.207,0.07,3.51905172399002e-22
"RELL1",8.92492458317252e-27,1.72184878724139,0.114,0.027,3.81504826232292e-22
"MORC3",8.96575880127152e-27,1.26027489775107,0.267,0.105,3.83250325719152e-22
"INTS12",8.96612672956415e-27,1.23716053795608,0.252,0.095,3.83266053181949e-22
"TBCB",9.16916436154198e-27,-1.04069070780305,0.607,0.701,3.91945099798473e-22
"AHNAK",9.23751730889533e-27,0.80641952701958,0.633,0.384,3.9486691488604e-22
"TCTA",1.02027802520652e-26,1.06481316863348,0.252,0.093,4.36128044654778e-22
"MLEC",1.02158515536896e-26,0.764243707523109,0.695,0.444,4.36686790514016e-22
"RP11-59D5--B.2",1.05045405425798e-26,3.79215267782729,0.024,0.001,4.49027090033118e-22
"C10orf107",1.11174239064939e-26,5.7203980508566,0.012,0,4.7522540230699e-22
"C16orf62",1.12455747946061e-26,1.55874376793842,0.131,0.034,4.80703340170231e-22
"RPL35",1.16133478924056e-26,-0.476073845574215,0.979,0.972,4.96424169008768e-22
"RP11-467L13.7",1.19170223508974e-26,2.25113976195327,0.105,0.023,5.0940503741146e-22
"BTD",1.19183520423097e-26,1.45041196363736,0.164,0.049,5.09461876400572e-22
"LSM2",1.27440388687242e-26,-1.14272723316517,0.588,0.678,5.44756685482483e-22
"ILK",1.30946049028391e-26,0.810027453989084,0.431,0.205,5.5974198117676e-22
"ZUFSP",1.37207165202473e-26,1.95088694271636,0.09,0.018,5.86505748374491e-22
"MARCH8",1.42098883605445e-26,1.99610282026215,0.121,0.03,6.07415887859835e-22
"ARHGDIA",1.47102186710017e-26,0.641452339341859,0.674,0.406,6.2880300731064e-22
"C19orf25",1.47736868240939e-26,0.995217980780642,0.352,0.154,6.31516016982718e-22
"NME1",1.60167172394712e-26,-1.58772650672743,0.243,0.478,6.84650595118435e-22
"SECISBP2",1.61037534174686e-26,0.954562953181814,0.417,0.204,6.88371043583111e-22
"NEK6",1.68885527013987e-26,1.2726161237669,0.214,0.074,7.21918073773988e-22
"RP11-675F6.3",1.74661798856975e-26,4.99727911590017,0.014,0,7.46609325394027e-22
"ELP5",1.85188955269189e-26,0.979488310291419,0.264,0.103,7.91608708193675e-22
"MAT2B",1.90818598473582e-26,1.1504272521359,0.298,0.124,8.15673181035174e-22
"PTP4A1",1.97302168927063e-26,1.36043408807547,0.569,0.348,8.43387851295623e-22
"ZNF91",2.01731824600617e-26,1.21696681149466,0.34,0.152,8.62322857437798e-22
"RAB1B",2.09722552474227e-26,0.753352245105934,0.524,0.282,8.96480022806332e-22
"BAZ2A",2.13148534417686e-26,0.975408123189836,0.371,0.171,9.11124725221839e-22
"PHF3",2.15241090673865e-26,0.910627638217687,0.402,0.194,9.20069566194502e-22
"KMT2E",2.15479681754792e-26,0.678065774404743,0.614,0.35,9.21089447629034e-22
"CENPM",2.2855211263928e-26,-3.99893106534547,0.052,0.279,9.76968860687864e-22
"MPV17L",2.36621991992207e-26,1.98098636498901,0.081,0.015,1.01146436696989e-21
"CKLF",2.37919768638989e-26,-1.81241943556633,0.207,0.441,1.01701184302422e-21
"TP53BP1",2.38666936811918e-26,1.00336587260963,0.248,0.092,1.02020568809622e-21
"RP3-325F22.5",2.45297329876258e-26,2.28942992068763,0.09,0.018,1.04854796628905e-21
"FOXO3",2.48578053148046e-26,1.11582934015058,0.424,0.213,1.06257174598664e-21
"TSPAN6",2.75609604011227e-26,1.08033287217207,0.479,0.257,1.17812081330639e-21
"ZC3H13",2.79686826704254e-26,1.0361747419122,0.424,0.212,1.19554930943e-21
"RP11-319G6.1",2.85161375758373e-26,2.42058267122714,0.064,0.01,1.21895081681674e-21
"CCDC159",2.96461574085723e-26,1.49037273118979,0.195,0.065,1.26725464458683e-21
"TP53TG1",3.00862232709919e-26,0.726874948989551,0.407,0.188,1.28606569994182e-21
"ZNF703",3.24208367311171e-26,1.3693241456954,0.221,0.079,1.38586108690833e-21
"RPS15",3.37200517800839e-26,0.28899331410995,0.995,0.984,1.44139733339147e-21
"ALDH3A2",3.41551247636342e-26,1.14421841483781,0.29,0.119,1.45999496314631e-21
"DSCAM-AS1",3.54011905330021e-26,2.80997631825429,0.069,0.012,1.51325929052371e-21
"LGALS8",3.80368982563133e-26,1.04839842771416,0.31,0.131,1.62592525286437e-21
"CHI3L2",3.81949709906658e-26,-3.50056672102411,0.081,0.312,1.632682229967e-21
